path|original_file|language|is_original_language|duration|training_data|model_name|architecture|transcript|reference_speaker|speaker_similarity
./fake/en/VoXtream2/poisoned_pen_08_f000124.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_08_f000124.wav|en|True|11.680|unknown|VoXtream2|VoXtream|He was able to cover up the checks by juggling the accounts. But that didn't satisfy him. He was after something big. So he started in to issue the treasury stock,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_33_f000057.wav|0.0989
./fake/en/VoXtream2/wives_and_daughters_57_f000163.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_57_f000163.wav|en|True|3.440|unknown|VoXtream2|VoXtream|Parkes shall bring you everything and anything you want.|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_01_f000042.wav|0.6486
./fake/en/VoXtream2/jane_eyre_19_f000060.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_19_f000060.wav|en|True|9.040|unknown|VoXtream2|VoXtream|A mean nutriment for the spirit to exist on and sitting in that window seat you see I know your habits  You have learned them from the servants.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_25_f000257.wav|0.4413
./fake/en/VoXtream2/wives_and_daughters_26_f000120.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_26_f000120.wav|en|True|4.320|unknown|VoXtream2|VoXtream|there were sure to be young men staying at the Towers who would be on the lookout for pretty girls|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_06_leinster_64kb_f000105.wav|0.7193
./fake/en/VoXtream2/the_master_key_14_f000065.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_14_f000065.wav|en|True|4.320|unknown|VoXtream2|VoXtream|Supposing him to be dead, they tossed him aside and forgot all about him.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_54_f000141.wav|0.6064
./fake/en/VoXtream2/hunters_space_02_f000039.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_02_f000039.wav|en|True|10.800|unknown|VoXtream2|VoXtream|Limestone could be deceiving. Putting the light back in his belt, he began feeling along the wall. It was smooth. Finally, reaching down as far as he could,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_38_f000084.wav|0.7249
./fake/en/VoXtream2/northandsouth_15_f000175.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_15_f000175.wav|en|True|6.480|unknown|VoXtream2|VoXtream|I know we differ in our religious opinions but dont you give me credit for having some, though not the same as yours?|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_08_f000048.wav|0.1505
./fake/en/VoXtream2/wives_and_daughters_52_f000189.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_52_f000189.wav|en|True|7.600|unknown|VoXtream2|VoXtream|I hate to look at such things in a mercenary spirit, but it is provoking to see her throw over two such good matches.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_07_f000064.wav|0.7872
./fake/en/VoXtream2/wives_and_daughters_54_f000141.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_54_f000141.wav|en|True|8.640|unknown|VoXtream2|VoXtream|he has given her a ticket to the Concerts of Ancient Music and Mister Henderson has been to call on her, in spite of all that has gone before.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_08_f000138.wav|0.7909
./fake/en/VoXtream2/pink_fairy_book_14_f000175.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_14_f000175.wav|en|True|6.720|unknown|VoXtream2|VoXtream|Give him three years! give him ten! shouted Old Eric, only dont let him come near me.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_05_f000050.wav|0.6506
./fake/en/VoXtream2/emerald_city_of_oz_26_f000109.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_26_f000109.wav|en|True|7.040|unknown|VoXtream2|VoXtream|I'm going to stay here and tell my plan to Ozma alone, but if you will all be at the Forbidden Fountain at daybreak,|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_16_f000065.wav|0.3060
./fake/en/VoXtream2/wives_and_daughters_14_f000127.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_14_f000127.wav|en|True|4.320|unknown|VoXtream2|VoXtream|Lord Cumnor was standing on the steps, waiting to hand his daughter out of the carriage.|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_14_f000060.wav|0.7673
./fake/en/VoXtream2/midnight_passenger_13_f000008.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000008.wav|en|True|6.960|unknown|VoXtream2|VoXtream|Down in the Western Trading Company's office, the urbane Robert Wade, now shining out again in full plumage,|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_11_f000073.wav|0.7568
./fake/en/VoXtream2/poisoned_pen_07_f000381.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_07_f000381.wav|en|True|11.440|unknown|VoXtream2|VoXtream|It can be smoked, chewed, used as a drink, or taken as a confection. In the form of a powder it is used by the narghile smoker.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_04_f000292.wav|0.7489
./fake/en/VoXtream2/emerald_city_of_oz_11_f000090.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_11_f000090.wav|en|True|3.600|unknown|VoXtream2|VoXtream|What share of the spoils am I to have? was the next question.|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_09_leinster_64kb_f000081.wav|0.4032
./fake/en/VoXtream2/northandsouth_38_f000259.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_38_f000259.wav|en|True|6.560|unknown|VoXtream2|VoXtream|no! if its only for the recollection of the way in which youve used the poor knobsticks before now, I say No! to your question.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_07_f000067.wav|0.7027
./fake/en/VoXtream2/midnight_passenger_04_f000244.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_04_f000244.wav|en|True|4.800|unknown|VoXtream2|VoXtream|But the lad paused and shook his head as he noted the windows of the old English basement tightly barred.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_20_f000093.wav|0.6854
./fake/en/VoXtream2/jane_eyre_05_f000127.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000127.wav|en|True|7.120|unknown|VoXtream2|VoXtream|for that space of time it seemed to be permitted to talk loud and more freely,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_41_f000022.wav|0.6751
./fake/en/VoXtream2/wives_and_daughters_14_f000091.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_14_f000091.wav|en|True|2.400|unknown|VoXtream2|VoXtream|It's only on the surface with both of us.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_19_f000162.wav|0.3420
./fake/en/VoXtream2/poisoned_pen_11_f000344.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_11_f000344.wav|en|True|8.800|unknown|VoXtream2|VoXtream|Send for doctor Scott again, she demanded. See if he cannot be found. He must be found. You are all enemies, villains.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_05_f000073.wav|0.7347
./fake/en/VoXtream2/midnight_passenger_11_f000235.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_11_f000235.wav|en|True|6.400|unknown|VoXtream2|VoXtream|Ferris wearily gazed at his visitor. What do you mean? I'm sick.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_14_f000194.wav|0.6243
./fake/en/VoXtream2/poisoned_pen_10_f000193.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_10_f000193.wav|en|True|6.160|unknown|VoXtream2|VoXtream|His inspector by this time had finished a most minute examination.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_23_f000116.wav|0.7533
./fake/en/VoXtream2/jane_eyre_24_f000365.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_24_f000365.wav|en|True|8.160|unknown|VoXtream2|VoXtream|the best words at my service were provoking puppet, malicious elf, sprite, changeling, c.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_20_f000062.wav|0.7001
./fake/en/VoXtream2/midnight_passenger_12_f000109.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_12_f000109.wav|en|True|9.440|unknown|VoXtream2|VoXtream|At last, halting before a respectablelooking tenementhouse on First Avenue, the woman turned into the open hallway and paused at the door of the lefthand apartment.|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_15_f000014.wav|0.7501
./fake/en/VoXtream2/pink_fairy_book_23_f000066.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_23_f000066.wav|en|True|2.880|unknown|VoXtream2|VoXtream|and then you may take all that you desire.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_16_f000050.wav|0.3645
./fake/en/VoXtream2/jane_eyre_34_f000338.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_34_f000338.wav|en|True|5.200|unknown|VoXtream2|VoXtream|My iron shroud contracted round me persuasion advanced with slow sure step.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_42_f000106.wav|0.7272
./fake/en/VoXtream2/poisoned_pen_02_f000141.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_02_f000141.wav|en|True|7.360|unknown|VoXtream2|VoXtream|And one or two of the professional fences have been acting suspiciously, too. Oh, that explains it all right.|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_17_f000100.wav|0.7765
./fake/en/VoXtream2/the_sea_fairies_09_f000101.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_09_f000101.wav|en|True|9.760|unknown|VoXtream2|VoXtream|But the mermaids and Trot and Captain Bill quietly awaited their attack, and instead of tearing them with their saws as they expected to do, the fishes were unable to touch them at all.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_39_f000219.wav|0.7635
./fake/en/VoXtream2/northandsouth_49_f000077.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_49_f000077.wav|en|True|6.400|unknown|VoXtream2|VoXtream|But mister Lennox almost exceeded Margaret in his appreciation of the character of Milton and its inhabitants.|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_16_f000123.wav|0.7186
./fake/en/VoXtream2/northandsouth_08_f000046.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_08_f000046.wav|en|True|5.920|unknown|VoXtream2|VoXtream|Margaret had joined the party in the evening. The recollection of the plentiful luxury of all the arrangements,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_36_f000073.wav|0.6866
./fake/en/VoXtream2/piratesofersatz_09_leinster_64kb_f000011.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_09_leinster_64kb_f000011.wav|en|True|3.200|unknown|VoXtream2|VoXtream|Hoddan spoke curtly to the control room of the grid.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_10_f000366.wav|0.3066
./fake/en/VoXtream2/skyisland_11_baum_64kb_f000042.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_11_baum_64kb_f000042.wav|en|True|4.800|unknown|VoXtream2|VoXtream|especially the blue part of it, and our friends were now very close to the low mountain.|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_14_f000065.wav|0.7679
./fake/en/VoXtream2/the_sea_fairies_06_f000069.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_06_f000069.wav|en|True|5.680|unknown|VoXtream2|VoXtream|They had not proceeded far when they came to a clearing among the bushes, and here Merla.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_32_f000093.wav|0.6647
./fake/en/VoXtream2/wives_and_daughters_55_f000037.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_55_f000037.wav|en|True|7.280|unknown|VoXtream2|VoXtream|Oh! why, such a number of things. I've been waiting all day to ask you all about everything. How is he looking?|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_13_f000027.wav|0.7853
./fake/en/VoXtream2/the_master_key_08_f000051.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_08_f000051.wav|en|True|6.560|unknown|VoXtream2|VoXtream|It IS knowing everything, returning the Demon and this mighty gift I have decided to entrust to your care.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000178.wav|0.7343
./fake/en/VoXtream2/wives_and_daughters_39_f000011.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_39_f000011.wav|en|True|1.520|unknown|VoXtream2|VoXtream|shouldn't you?|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_59_f000050.wav|-0.0468
./fake/en/VoXtream2/hunters_space_04_f000062.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_04_f000062.wav|en|True|9.920|unknown|VoXtream2|VoXtream|Its head looked very much like the head of an enlarged moccasin, except that there were long barbels about its mouth. And just below the throat were two limbs that were a bit like forearms,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_12_f000140.wav|0.6782
./fake/en/VoXtream2/skyisland_26_baum_64kb_f000095.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_26_baum_64kb_f000095.wav|en|True|10.640|unknown|VoXtream2|VoXtream|The two nations were so different in all ways that they were unable to agree at all, and several times during the evening quarrels arose and there was fighting between them,|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_04_f000096.wav|0.7694
./fake/en/VoXtream2/northandsouth_39_f000078.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_39_f000078.wav|en|True|7.200|unknown|VoXtream2|VoXtream|That the man had spoken saucily to him when he had the opportunity, was nothing to mister Thornton.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_32_f000118.wav|0.5918
./fake/en/VoXtream2/the_sea_fairies_03_f000093.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_03_f000093.wav|en|True|3.600|unknown|VoXtream2|VoXtream|I hope we won't, said Trot.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_04_f000163.wav|0.3441
./fake/en/VoXtream2/midnight_passenger_13_f000121.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000121.wav|en|True|8.720|unknown|VoXtream2|VoXtream|Onward she sped, never turning her veiled face to the right or left, until she slackened her pace under the gloomy cornices of the Dry Dock Bank.|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_03_baum_64kb_f000021.wav|0.8273
./fake/en/VoXtream2/wives_and_daughters_09_f000113.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_09_f000113.wav|en|True|5.840|unknown|VoXtream2|VoXtream|At length Lord Hollingford said suddenly, Gibson, I wonder if you'd give me some lunch|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_22_f000122.wav|0.6959
./fake/en/VoXtream2/emerald_city_of_oz_15_f000042.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_15_f000042.wav|en|True|5.520|unknown|VoXtream2|VoXtream|Never, admitted the zebra. There is no such thing as an ocean in the Land of Oz.|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_18_64kb_f000076.wav|0.5745
./fake/en/VoXtream2/pink_fairy_book_06_f000036.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_06_f000036.wav|en|True|8.720|unknown|VoXtream2|VoXtream|So the first thing he did was to search the house for materials to make an ointment, which he sprinkled plentifully with pepper and then put in his pocket.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_15_f000184.wav|0.6790
./fake/en/VoXtream2/northandsouth_03_f000126.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_03_f000126.wav|en|True|6.160|unknown|VoXtream2|VoXtream|Recollect how you rather scorned my description of it one evening in Harley Street a village in a tale.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_38_f000084.wav|0.7163
./fake/en/VoXtream2/jane_eyre_25_f000151.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_25_f000151.wav|en|True|7.840|unknown|VoXtream2|VoXtream|I was glad when it ceased. On sleeping, I continued in dreams the idea of a dark and gusty night.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_37_f000132.wav|0.6900
./fake/en/VoXtream2/northandsouth_46_f000248.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_46_f000248.wav|en|True|4.560|unknown|VoXtream2|VoXtream|mister Bells whole manner changed. Tell me all about it, child, said he.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_36_f000124.wav|0.6951
./fake/en/VoXtream2/hunters_space_16_f000123.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_16_f000123.wav|en|True|8.640|unknown|VoXtream2|VoXtream|Now he was almost under it. The light was in his opponents' faces, and it gave a little added protection to his left side.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_37_f000107.wav|0.5189
./fake/en/VoXtream2/midnight_passenger_06_f000019.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_06_f000019.wav|en|True|5.120|unknown|VoXtream2|VoXtream|My father was a Magyar, my mother, she softly said, a Czech princess.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_42_f000062.wav|0.6862
./fake/en/VoXtream2/emerald_city_of_oz_09_f000026.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_09_f000026.wav|en|True|6.160|unknown|VoXtream2|VoXtream|Yet the mustache was the only fierce thing about Omby Amby, whose nature was as gentle as that of a child.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_04_f000188.wav|0.6197
./fake/en/VoXtream2/dorothy_and_wizard_oz_15_f000031.wav|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_15_f000031.wav|en|True|7.520|unknown|VoXtream2|VoXtream|Yes, indeed! returned the little man. It will seem like being at home again, for I lived in that room for many, many years.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_38_f000238.wav|0.7302
./fake/en/VoXtream2/the_sea_fairies_02_f000171.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_02_f000171.wav|en|True|5.520|unknown|VoXtream2|VoXtream|She was laughing with glee as she looked up into Captain Bill's face and called, Come on in, Captain!|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_07_f000033.wav|0.5699
./fake/en/VoXtream2/wives_and_daughters_25_f000102.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_25_f000102.wav|en|True|7.760|unknown|VoXtream2|VoXtream|Such were the facts, but rosecolour was the medium through which they were seen by Missis Gibson's household listeners on her return.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_51_f000139.wav|0.7845
./fake/en/VoXtream2/midnight_passenger_06_f000223.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_06_f000223.wav|en|True|9.600|unknown|VoXtream2|VoXtream|His slightest word would be misconstrued, and there was still time for some unforeseen plot before the polls of the stockholders election closed at three o'clock.|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_04_f000043.wav|0.8037
./fake/en/VoXtream2/silent_bullet_09_f000249.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_09_f000249.wav|en|True|9.360|unknown|VoXtream2|VoXtream|I have a test for blood that is so delicately sensitive that the blood of an Egyptian mummy thousands of years old will respond to it.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_04_f000324.wav|0.6946
./fake/en/VoXtream2/skyisland_09_baum_64kb_f000024.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_09_baum_64kb_f000024.wav|en|True|10.480|unknown|VoXtream2|VoXtream|It isn't our fault we're still here, and I'm free to say you're a very dis'gree'ble and horrid lot of people with no manners to speak of, or you'd treat us nicely.|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_01_baum_64kb_f000007.wav|0.7961
./fake/en/VoXtream2/jane_eyre_04_f000080.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_04_f000080.wav|en|True|5.840|unknown|VoXtream2|VoXtream|and then, for lack of other occupation, I fell to breathing on the frostflowers with which the window was fretted,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_17_f000174.wav|0.4190
./fake/en/VoXtream2/the_master_key_05_f000145.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_05_f000145.wav|en|True|9.280|unknown|VoXtream2|VoXtream|Rob continued to float in the air, just above their heads, and now abandoned all thoughts of escaping by means of his wrecked traveling machine.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_35_f000003.wav|0.7452
./fake/en/VoXtream2/jane_eyre_34_f000432.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_34_f000432.wav|en|True|5.600|unknown|VoXtream2|VoXtream|though the imprisoned flame consumed vital after vital  this would be unendurable.|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_02_leinster_64kb_f000244.wav|0.7441
./fake/en/VoXtream2/midnight_passenger_13_f000011.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000011.wav|en|True|1.680|unknown|VoXtream2|VoXtream|which was to gladden all hearts.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_10_f000240.wav|0.4742
./fake/en/VoXtream2/wives_and_daughters_41_f000160.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_41_f000160.wav|en|True|5.280|unknown|VoXtream2|VoXtream|Your good husband lent me that report of the meeting, Missis Gibson, where so much was said about them both,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_07_f000064.wav|0.3509
./fake/en/VoXtream2/silent_bullet_03_f000115.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_03_f000115.wav|en|True|9.200|unknown|VoXtream2|VoXtream|Craig tried again and again, each time using less force. At last he got a mark just about similar to the original marks on the steel.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_06_f000085.wav|0.6971
